titre,famille_medicament,cas_utilisation,interraction_substance,grossesse_allaitement_fertilite,effet_indesirable,contre_indication,posologie
ACÉTYLLEUCINE BIOGARAN,Antivertigineux,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu.Il est utilisé dans le traitement symptomatique de la crise de vertiges.",,L'effet de ce médicament pendant la grossesse ou l'allaitement est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,"Très rarement : éruption cutanée, parfois associée à des démangeaisons, urticaire.",,
ACÉTYLLEUCINE TEVA,Antivertigineux,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu.Il est utilisé dans le traitement symptomatique de la crise de vertiges.",,L'effet de ce médicament pendant la grossesse ou l'allaitement est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,"Très rarement : éruption cutanée, parfois associée à des démangeaisons, urticaire.",,
ACÉTYLLEUCINE VIATRIS,Antivertigineux,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu.Il est utilisé dans le traitement symptomatique de la crise de vertiges.",,L'effet de ce médicament pendant la grossesse ou l'allaitement est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,"Très rarement : éruption cutanée, parfois associée à des démangeaisons, urticaire.",,
ACÉTYLLEUCINE ZENTIVA,Antivertigineux,"Ce médicament est un antivertigineux, dont le mécanisme d'action n'est pas connu.Il est utilisé dans le traitement symptomatique de la crise de vertiges.",,L'effet de ce médicament pendant la grossesse ou l'allaitement est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,"Très rarement : éruption cutanée, parfois associée à des démangeaisons, urticaire.",,
ACICLOVIR ARROW CONSEIL crème,Antiherpétique local,"Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"").",,Cette crème peut être utilisée pendant la grossesse ou l'allaitement.,"Picotements, sensation de brûlure locale, rougeur, sécheresse de la peau.Eczéma de contact (présence de propylèneglycol).","Cette crème ne doit pas être utilisée dans les cas suivants :enfant de moins de 6 ans,herpès sur l'œil ou à l'intérieur de la bouche ou du vagin.Cette crème disponible sans ordonnance est destinée à être utilisée sur les conseils de votre pharmacien ; signalez-lui tout antécédent de réaction allergique à un médicament contenant de l'aciclovir ou du valaciclovir. Ne l'utilisez pas pour des lésions herpétiques situées ailleurs que sur les lèvres.Ce médicament traite les poussées d'herpès mais n'élimine pas le virus de l'organisme. Il n'empêche donc pas la survenue d'autres crises.Les ultraviolets favorisent les poussées d'herpès labial. Évitez l'exposition au soleil fort ou aux UV, ou appliquez un écran total en quantité suffisante et renouvelée.","La crème doit être appliquée uniquement sur les lésions autour des lèvres, au cours de la journée, en espaçant les applications d'au moins 3 ou 4 heures. Le traitement doit être commencé dès les premiers symptômes annonçant une poussée d'herpès labial.Posologie usuelle :Adulte et enfant de plus de 6 ans : 5 applications par jour.La durée du traitement ne doit pas dépasser 10 jours sans avis médical.L'herpès est une maladie contagieuse. Lavez-vous soigneusement les mains après l'application de la crème ou en cas de contact avec les lésions ; notamment, évitez absolument de toucher vos yeux avec des doigts contaminés. Le risque de contagion est maximal au moment où apparaissent les vésicules (petites cloques sous la peau).Ce médicament peut être en accès libre (ou accès direct) dans certaines pharmacies ; dans ce cas, faites valider votre choix par votre pharmacien."
ACICLOVIR BIOGARAN CONSEIL crème,Antiherpétique local,"Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"").",,Cette crème peut être utilisée pendant la grossesse ou l'allaitement.,"Peu fréquents (1 à 10 % des cas) : picotements, sensation de brûlures transitoire suite à l'application, léger dessèchement de la peau, desquamation, démangeaisons.Rares : rougeur.Très rares : réaction allergique.Irritation cutanée (présence de propylèneglycol).Dermatite de contact (présence d'alcool cétylique).","Ce médicament ne doit pas être utilisé chez l'enfant de moins de 6 ans.Cette crème disponible sans ordonnance est destinée à être utilisée sur les conseils de votre pharmacien ; signalez-lui tout antécédent de réaction allergique à un médicament contenant de l'aciclovir ou du valaciclovir. Ne l'utilisez pas pour des lésions herpétiques situées ailleurs que sur les lèvres.L'aciclovir traite les poussées d'herpès mais n'élimine pas le virus de l'organisme. Il n'empêche donc pas la survenue d'autres crises.Les ultraviolets favorisent les poussées d'herpès labial. Évitez l'exposition au soleil fort ou aux UV, ou appliquez un écran total en quantité suffisante et renouvelée.","La crème doit être appliquée uniquement sur les lésions autour des lèvres, au cours de la journée, en espaçant les applications d'au moins 3 ou 4 heures. Le traitement doit être commencé dès les premiers symptômes annonçant une poussée d'herpès labial.Posologie usuelle : Adulte et enfant de plus de 6 ans : 5 applications par jour. La durée du traitement ne doit pas dépasser 5 jours sans avis médical.L'herpès est une maladie contagieuse. Lavez-vous soigneusement les mains après l'application de la crème ou en cas de contact avec les lésions ; notamment, évitez absolument de toucher vos yeux avec des doigts contaminés. Le risque de contagion est maximal au moment où apparaissent les vésicules (petites cloques sous la peau).Ce médicament peut être en accès libre (ou accès direct) dans certaines pharmacies ; dans ce cas, faites valider votre choix par votre pharmacien."
ACICLOVIR CRISTERS CONSEIL,Antiherpétique local,"Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"").",,Cette crème peut être utilisée pendant la grossesse ou l'allaitement.,"Picotements, sensation de brûlure locale, rougeur, sécheresse de la peau, eczéma de contact.","Ce médicament ne doit pas être utilisé chez l'enfant de moins de 6 ans.Cette crème disponible sans ordonnance est destinée à être utilisée sur les conseils de votre pharmacien ; signalez-lui tout antécédent de réaction allergique à un médicament contenant de l'aciclovir ou du valaciclovir. Ne l'utilisez pas pour des lésions herpétiques situées ailleurs que sur les lèvres.Ce médicament traite les poussées d'herpès mais n'élimine pas le virus de l'organisme. Il n'empêche donc pas la survenue d'autres crises.Les ultraviolets favorisent les poussées d'herpès labial. Évitez l'exposition au soleil fort ou aux UV, ou appliquez un écran total en quantité suffisante et renouvelée.","La crème doit être appliquée uniquement sur les lésions autour des lèvres, au cours de la journée.Le traitement doit être commencé dès les premiers symptômes annonçant une poussée d'herpès labial.Posologie usuelle :Adulte et enfant de plus de 6 ans : 5 applications par jour.La durée du traitement ne doit pas dépasser 10 jours sans avis médical.L'herpès est une maladie contagieuse. Lavez-vous soigneusement les mains après l'application de la crème ou en cas de contact avec les lésions ; notamment, évitez absolument de toucher vos yeux avec des doigts contaminés. Le risque de contagion est maximal au moment où apparaissent les vésicules (petites cloques sous la peau).Ce médicament peut être en accès libre (ou accès direct) dans certaines pharmacies ; dans ce cas, faites valider votre choix par votre pharmacien."
ACICLOVIR SANDOZ CONSEIL crème,Antiherpétique local,"Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"").",,Cette crème peut être utilisée pendant la grossesse ou l'allaitement.,"Picotements, sensation de brûlure locale, rougeur, sécheresse de la peau.Eczéma de contact (présence de propylèneglycol et d'alcool cétylique).","Cette crème ne doit pas être utilisée dans les cas suivants :enfant de moins de 6 ans,herpès sur l'œil ou à l'intérieur de la bouche ou du vagin.Cette crème disponible sans ordonnance est destinée à être utilisée sur les conseils de votre pharmacien ; signalez-lui tout antécédent de réaction allergique à un médicament contenant de l'aciclovir ou du valaciclovir. Ne l'utilisez pas pour des lésions herpétiques situées ailleurs que sur les lèvres.L'aciclovir traite les poussées d'herpès mais n'élimine pas le virus de l'organisme. Il n'empêche donc pas la survenue d'autres crises.Les ultraviolets favorisent les poussées d'herpès labial. Évitez l'exposition au soleil fort ou aux UV, ou appliquez un écran total en quantité suffisante et renouvelée.","La crème doit être appliquée uniquement sur les lésions autour des lèvres, au cours de la journée.Le traitement doit être commencé dès les premiers symptômes annonçant une poussée d'herpès labial.Posologie usuelle : Adulte et enfant de plus de 6 ans : 5 applications par jour.La durée du traitement ne doit pas dépasser 10 jours.L'herpès est une maladie contagieuse. Lavez-vous soigneusement les mains après l'application de la crème ou en cas de contact avec les lésions ; notamment, évitez absolument de toucher vos yeux avec des doigts contaminés. Le risque de contagion est maximal au moment où apparaissent les vésicules (petites cloques sous la peau).Ce médicament peut être en accès libre (ou accès direct) dans certaines pharmacies ; dans ce cas, faites valider votre choix par votre pharmacien."
ACICLOVIR TEVA SANTÉ crème,Antiherpétique local,"Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"").",,Cette crème peut être utilisée pendant la grossesse ou l'allaitement.,"Peu fréquents (1 à 10 % des cas) : picotements, sensation de brûlures transitoire suite à l'application, léger dessèchement de la peau, desquamation, démangeaisons.Rares : rougeur.Très rares : réaction allergique.Dermatite de contact (présence d'alcool cétylique et de propylèneglycol).","Cette crème ne doit pas être utilisée dans les cas suivants :enfant de moins de 6 ans,herpès sur l'œil ou à l'intérieur de la bouche ou du vagin.Cette crème disponible sans ordonnance est destinée à être utilisée sur les conseils de votre pharmacien ; signalez-lui tout antécédent de réaction allergique à un médicament contenant de l'aciclovir ou du valaciclovir. Ne l'utilisez pas pour des lésions herpétiques situées ailleurs que sur les lèvres.L'aciclovir traite les poussées d'herpès mais n'élimine pas le virus de l'organisme. Il n'empêche donc pas la survenue d'autres crises.Les ultraviolets favorisent les poussées d'herpès labial. Évitez l'exposition au soleil fort ou aux UV, ou appliquez un écran total en quantité suffisante et renouvelée.","La crème doit être appliquée uniquement sur les lésions autour des lèvres, au cours de la journée, en espaçant les applications d'au moins 3 ou 4 heures. Le traitement doit être commencé dès les premiers symptômes annonçant une poussée d'herpès labial.Posologie usuelle : Adulte et enfant de plus de 6 ans : 5 applications par jour. La durée du traitement ne doit pas dépasser 5 jours sans avis médical.L'herpès est une maladie contagieuse. Lavez-vous soigneusement les mains après l'application de la crème ou en cas de contact avec les lésions ; notamment, évitez absolument de toucher vos yeux avec des doigts contaminés. Le risque de contagion est maximal au moment où apparaissent les vésicules (petites cloques sous la peau)."
ACICLOVIR VIATRIS CONSEIL,Antiherpétique local,"Ce médicament est un antiviral puissant. Il bloque la multiplication du virus herpétique au sein des cellules infectées.Il est utilisé dans le traitement de l'herpès labial (également appelé ""bouton de fièvre"").",,Cette crème peut être utilisée pendant la grossesse ou l'allaitement.,"Peu fréquents (1 à 10 % des cas) : picotements, sensation de brûlures transitoire suite à l'application, léger dessèchement de la peau, desquamation, démangeaisons.Rares : rougeur.Très rares : réaction allergique.Dermatite de contact (présence d'alcool cétylique).","Ce médicament ne doit pas être utilisé chez l'enfant de moins de 6 ans.Cette crème disponible sans ordonnance est destinée à être utilisée sur les conseils de votre pharmacien ; signalez-lui tout antécédent de réaction allergique à un médicament contenant de l'aciclovir ou du valaciclovir. Ne l'utilisez pas pour des lésions herpétiques situées ailleurs que sur les lèvres.L'aciclovir traite les poussées d'herpès mais n'élimine pas le virus de l'organisme. Il n'empêche donc pas la survenue d'autres crises.Les ultraviolets favorisent les poussées d'herpès labial. Évitez l'exposition au soleil fort ou aux UV, ou appliquez un écran total en quantité suffisante et renouvelée.","La crème doit être appliquée uniquement sur les lésions autour des lèvres, au cours de la journée, en espaçant les applications d'au moins 3 ou 4 heures. Le traitement doit être commencé dès les premiers symptômes annonçant une poussée d'herpès labial.Flacon pompe : il est recommandé d'effectuer au moins 3 ou 4 pressions lentes et complètes de façon à amorcer  le dispositif de pompage lors de la première utilisation.Posologie usuelle : Adulte et enfant de plus de 6 ans : 5 applications par jour. La durée du traitement ne doit pas dépasser 5 jours sans avis médical.L'herpès est une maladie contagieuse. Lavez-vous soigneusement les mains après l'application de la crème ou en cas de contact avec les lésions ; notamment, évitez absolument de toucher vos yeux avec des doigts contaminés. Le risque de contagion est maximal au moment où apparaissent les vésicules (petites cloques sous la peau).Ce médicament peut être en accès libre (ou accès direct) dans certaines pharmacies ; dans ce cas, faites valider votre choix par votre pharmacien."
ACIDE ACÉTYLSALICYLIQUE BIOGARAN,Antiagrégant plaquettaire,"Ce médicament contient de l'aspirine, qui possède, entre autres propriétés, celle de fluidifier le sang. Cet effet persiste 4 à 8 jours après l'arrêt du traitement. L'enrobage du comprimé permet de libérer la substance active dans l'intestin plutôt que dans l'estomac et de prévenir ainsi l'effet irritant de l'aspirine sur la muqueuse de l'estomac.Il est utilisé pour prévenir :les récidives de maladies cardiovasculaires provoquées par un caillot de sang dans une artère (infarctus du myocarde, accident vasculaire cérébral...) ;les complications de l'angor ou après un pontage coronarien.","Ce médicament peut interagir avec d'autres médicaments, notamment :les anticoagulants et les antiagrégants plaquettaires (PLAVIX...) : augmentation du risque hémorragique ;les médicaments contenant du probénécide ou du méthotrexate.Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un corticoïde, un diurétique, un antihypertenseur ou un médicament contenant de la digoxine, du lithium, du valproate ou du métamizole.","Grossesse :Des effets néfastes pour la mère et l'enfant à naître ont été mis en évidence lorsque l'aspirine (à une dose supérieures à 100 mg par jour), comme les autres AINS, est utilisée au cours des 4 derniers mois de la grossesse ; le risque existe même avec une seule prise et même si la grossesse est à terme.En conséquence, en dehors de certaines situations médicales très particulières nécessitant une faible dose d'aspirine (moins de 100 mg par jour), l'aspirine ne peut être utilisée que de façon ponctuelle pendant les 5 premiers mois, et son usage est contre-indiqué à partir du 6e mois.Allaitement :Ce médicament passe dans le lait maternel. L'allaitement est déconseillé pendant le traitement.","Hématome, saignement de nez ou des gencives, hémorragie urinaire ou génitale, purpura. Plus rarement, hémorragie du tube digestif (vomissements sanglants, selles noires, ou plus souvent pertes de sang imperceptibles, responsables de l'apparition progressive d'une anémie), hémorragie intracrânienne.Gastrite, nausées, vomissements, diarrhées, ulcère de l'estomac ou du duodénum. Réaction cutanée potentiellement grave, réaction allergique (urticaire, asthme, bronchospasme, œdème de Quincke, voire choc), augmentation des transaminases, insuffisance rénale.Anomalie de la numération formule sanguine, diminution de l'élimination de l'acide urique pouvant entraîner une crise de goutte chez des patients prédisposés.","Ce médicament ne doit pas être utilisé dans les cas suivants :allergie aux salicylés ou aux AINS,ulcère de l'estomac ou du duodénum,hémorragie ou risque hémorragique,insuffisance hépatique grave,insuffisance rénale grave,insuffisance cardiaque grave non contrôlée par un traitement,à partir du 6e mois de la grossesse (pour des doses supérieures à 100 mg par jour).L'aspirine n'est pas un médicament anodin. Seul votre médecin peut décider si la prise prolongée de ce médicament est justifiée par votre état de santé. Signalez à votre médecin tout signe de saignements inhabituels (bleus...).Des précautions sont nécessaires en cas d'antécédent d'ulcère de l'estomac ou du duodénum, même ancien, d'asthme,  de goutte, d'insuffisance rénale ou hépatique modérée et chez la femme qui porte un stérilet.L'aspirine  peut augmenter la durée ou l'abondance des saignements pendant les règles.Évitez de prendre ce médicament pendant la semaine qui précède une extraction dentaire ou une opération : augmentation du risque d'hémorragie.","Les comprimés doivent être avalés avec un grand verre d'eau, au moins 30 minutes avant le repas. En raison de l'enrobage gastrorésistant, les comprimés ne doivent pas être écrasés, cassés ou mâchés.Posologie usuelle :Adulte et adolescent de plus de 16 ans : 75 à 150 mg par jour.L'emploi régulier de ce médicament ne contre-indique pas la prise ponctuelle d'aspirine plus fortement dosée, lors d'un mal de tête ou d'une fièvre par exemple."
